"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(Science)/Page_01.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","20243","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.535","Sun, 31 Jan 2016 08:53:17 GMT","","","http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(Science)/Page_01.jpg"
"http://chanakyanetstudy.com/wp-content/uploads/flash/MM_Demo_(History)/Page_01.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","26247","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.527","Sun, 31 Jan 2016 08:53:18 GMT","","","http://chanakyanetstudy.com/wp-content/uploads/flash/MM_Demo_(History)/Page_01.jpg"
"http://chanakyanetstudy.com/wp-content/uploads/flash/MM_Demo_(History)/Page_04.swf","application/x-shockwave-flash","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","1450852","0","0.000","2","","2","1","14.290","0","0","0","0","","","","","","0.545","Sun, 31 Jan 2016 08:53:19 GMT","","","http://chanakyanetstudy.com/wp-content/uploads/flash/MM_Demo_(History)/Page_04.swf"
"http://chanakyanetstudy.com/wp-content/uploads/flash/MM_Demo_(Science)/Page_12.swf","application/x-shockwave-flash","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","2036293","0","0.000","2","","2","1","14.290","0","0","0","0","","","","","","0.553","Sun, 31 Jan 2016 08:53:12 GMT","","","http://chanakyanetstudy.com/wp-content/uploads/flash/MM_Demo_(Science)/Page_12.swf"
"http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(Science)/Chemistry/Page_05.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","27106","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.557","Fri, 09 Aug 2013 15:19:58 GMT","","","http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(Science)/Chemistry/Page_05.jpg"
"http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(History)/Page_3.swf","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","0","0","0.000","2","","2","1","14.290","0","0","0","0","","","","","","0.888","","","","http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(History)/Page_3.swf"
"http://chanakyanetstudy.com/wp-content/plugins/pricing-table-by-supsystic/js/table.min.js?ver=1.4.2","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","5940","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.583","Tue, 18 Apr 2017 12:00:42 GMT","","","http://chanakyanetstudy.com/wp-content/plugins/pricing-table-by-supsystic/js/table.min.js?ver=1.4.2"
"http://chanakyanetstudy.com/wp-content/plugins/pricing-table-by-supsystic/modules/tables/js/frontend.tables.js?ver=1.4.2","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","501","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.575","Tue, 18 Apr 2017 12:00:42 GMT","","","http://chanakyanetstudy.com/wp-content/plugins/pricing-table-by-supsystic/modules/tables/js/frontend.tables.js?ver=1.4.2"
"http://chanakyanetstudy.com/wp-content/uploads/flash/MM_Demo_(Science)/Page_13.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","29298","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.538","Sun, 31 Jan 2016 08:53:12 GMT","","","http://chanakyanetstudy.com/wp-content/uploads/flash/MM_Demo_(Science)/Page_13.jpg"
"http://chanakyanetstudy.com/wp-content/uploads/flash/MM_Demo_(Geography)/Page_03.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","28878","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.587","Sun, 31 Jan 2016 08:53:15 GMT","","","http://chanakyanetstudy.com/wp-content/uploads/flash/MM_Demo_(Geography)/Page_03.jpg"
"http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(Geography)/Page_02.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","26936","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.591","Sun, 31 Jan 2016 08:53:11 GMT","","","http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(Geography)/Page_02.jpg"
"http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(Math)/Geom/Page_01.swf","application/x-shockwave-flash","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","2020772","0","0.000","2","","2","1","14.290","0","0","0","0","","","","","","0.565","Fri, 09 Aug 2013 15:12:57 GMT","","","http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(Math)/Geom/Page_01.swf"
"http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(History)/Page_4.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","24222","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.537","Sun, 31 Jan 2016 08:53:14 GMT","","","http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(History)/Page_4.jpg"
"http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(Science)/Chemistry/Page_04.swf","application/x-shockwave-flash","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","2708987","0","0.000","2","","2","1","14.290","0","0","0","0","","","","","","0.572","Fri, 09 Aug 2013 15:21:03 GMT","","","http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(Science)/Chemistry/Page_04.swf"
"http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(Math)/Algebra/Page_09.swf","application/x-shockwave-flash","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","1682448","0","0.000","2","","2","1","14.290","0","0","0","0","","","","","","0.713","Fri, 09 Aug 2013 15:09:57 GMT","","","http://chanakyanetstudy.com/wp-content/uploads/flash/EM_Demo_(Math)/Algebra/Page_09.swf"
"http://chanakyanetstudy.com/wp-content/uploads/flash/MM_Demo_(History)/Page_03.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","25391","0","0.000","2","","0","0","0.000","0","0","0","0","","","","","","0.736","Sun, 31 Jan 2016 08:53:18 GMT","","","http://chanakyanetstudy.com/wp-content/uploads/flash/MM_Demo_(History)/Page_03.jpg"
